term,category,shape,n_words,family,operator,variant,outcome,exact,output,mozhi_edits
bootloader,hardware,single_word,1,synthetic,double_consonant,boottloader,recovered,yes,please check the bootloader now,boottloader -> bootloader
bootloader,hardware,single_word,1,synthetic,drop_last,bootloade,recovered,yes,please check the bootloader now,bootloade -> bootloader
bootloader,hardware,single_word,1,synthetic,split_word,bootlo ader,recovered,yes,please check the bootloader now,bootlo ader -> bootloader
bootloader,hardware,single_word,1,synthetic,vowel_swap,buotloader,recovered,yes,please check the bootloader now,buotloader -> bootloader
bootloader,hardware,single_word,1,synthetic,consonant_swap,pootloader,recovered,yes,please check the bootloader now,pootloader -> bootloader
bootloader,hardware,single_word,1,synthetic,double_consonant,bootloadder,recovered,yes,please check the bootloader now,bootloadder -> bootloader
bootloader,hardware,single_word,1,synthetic,split_word,bootl oader,recovered,yes,please check the bootloader now,bootl oader -> bootloader
bootloader,hardware,single_word,1,synthetic,vowel_swap,boatloader,recovered,yes,please check the bootloader now,boatloader -> bootloader
chipset,hardware,single_word,1,canonical,canonical,chipset,recovered,yes,please check the chipset now,
chipset,hardware,single_word,1,synthetic,vowel_swap,chapset,recovered,yes,please check the chipset now,chapset -> chipset
chipset,hardware,single_word,1,synthetic,consonant_swap,chipsed,recovered,yes,please check the chipset now,chipsed -> chipset
chipset,hardware,single_word,1,synthetic,double_consonant,chipsset,recovered,yes,please check the chipset now,chipsset -> chipset
chipset,hardware,single_word,1,synthetic,drop_last,chipse,recovered,yes,please check the chipset now,chipse -> chipset
chipset,hardware,single_word,1,synthetic,respell,chypset,recovered,yes,please check the chipset now,chypset -> chipset
chipset,hardware,single_word,1,synthetic,split_word,chip set,recovered,yes,please check the chipset now,chip set -> chipset
chipset,hardware,single_word,1,synthetic,vowel_swap,chipsat,recovered,yes,please check the chipset now,chipsat -> chipset
chipset,hardware,single_word,1,synthetic,consonant_swap,chipzet,recovered,yes,please check the chipset now,chipzet -> chipset
chipset,hardware,single_word,1,synthetic,double_consonant,chippset,recovered,yes,please check the chipset now,chippset -> chipset
chipset,hardware,single_word,1,synthetic,respell,chipcet,recovered,yes,please check the chipset now,chipcet -> chipset
heatsink,hardware,single_word,1,canonical,canonical,heatsink,recovered,yes,please check the heatsink now,
heatsink,hardware,single_word,1,synthetic,vowel_swap,hoatsink,recovered,yes,please check the heatsink now,hoatsink -> heatsink
heatsink,hardware,single_word,1,synthetic,consonant_swap,heatsimk,recovered,yes,please check the heatsink now,heatsimk -> heatsink
heatsink,hardware,single_word,1,synthetic,double_consonant,heatssink,recovered,yes,please check the heatsink now,heatssink -> heatsink
heatsink,hardware,single_word,1,synthetic,drop_last,heatsin,recovered,yes,please check the heatsink now,heatsin -> heatsink
heatsink,hardware,single_word,1,synthetic,respell,heatsynk,recovered,yes,please check the heatsink now,heatsynk -> heatsink
heatsink,hardware,single_word,1,synthetic,split_word,hea tsink,recovered,yes,please check the heatsink now,hea tsink -> heatsink
heatsink,hardware,single_word,1,synthetic,vowel_swap,heutsink,recovered,yes,please check the heatsink now,heutsink -> heatsink
heatsink,hardware,single_word,1,synthetic,consonant_swap,heatsing,recovered,yes,please check the heatsink now,heatsing -> heatsink
heatsink,hardware,single_word,1,synthetic,double_consonant,heatsinnk,recovered,yes,please check the heatsink now,heatsinnk -> heatsink
heatsink,hardware,single_word,1,synthetic,respell,heetsink,recovered,yes,please check the heatsink now,heetsink -> heatsink
solid-state drive,hardware,phrase,3,canonical,canonical,solid-state drive,recovered,yes,please check the solid-state drive now,
solid-state drive,hardware,phrase,3,synthetic,vowel_swap,solid stite drive,recovered,yes,please check the solid-state drive now,solid stite drive -> solid-state drive
solid-state drive,hardware,phrase,3,synthetic,consonant_swap,solid state dlive,recovered,yes,please check the solid-state drive now,solid state dlive -> solid-state drive
solid-state drive,hardware,phrase,3,synthetic,double_consonant,solid state drrive,recovered,yes,please check the solid-state drive now,solid state drrive -> solid-state drive
solid-state drive,hardware,phrase,3,synthetic,drop_last,solid stat drive,recovered,yes,please check the solid-state drive now,solid stat drive -> solid-state drive
solid-state drive,hardware,phrase,3,synthetic,respell,solid state dryve,recovered,yes,please check the solid-state drive now,solid state dryve -> solid-state drive
solid-state drive,hardware,phrase,3,synthetic,merge_words,solidstate drive,recovered,yes,please check the solid-state drive now,solidstate drive -> solid-state drive
solid-state drive,hardware,phrase,3,synthetic,swap_words,state solid drive,recovered,yes,please check the solid-state drive now,state solid drive -> solid-state drive
solid-state drive,hardware,phrase,3,synthetic,vowel_swap,solid stato drive,recovered,yes,please check the solid-state drive now,solid stato drive -> solid-state drive
solid-state drive,hardware,phrase,3,synthetic,consonant_swap,solit state drive,recovered,yes,please check the solid-state drive now,solit state drive -> solid-state drive
solid-state drive,hardware,phrase,3,synthetic,double_consonant,sollid state drive,recovered,yes,please check the solid-state drive now,sollid state drive -> solid-state drive
hard disk drive,hardware,phrase,3,canonical,canonical,hard disk drive,recovered,yes,please check the hard disk drive now,
hard disk drive,hardware,phrase,3,synthetic,vowel_swap,hord disk drive,recovered,yes,please check the hard disk drive now,hord disk drive -> hard disk drive
hard disk drive,hardware,phrase,3,synthetic,consonant_swap,hard disk trive,recovered,yes,please check the hard disk drive now,hard disk trive -> hard disk drive
hard disk drive,hardware,phrase,3,synthetic,double_consonant,hard disk drivve,garbled,no,please check the hard disk drive driver now,hard disk -> hard disk drive; drivve -> driver
hard disk drive,hardware,phrase,3,synthetic,drop_last,hard disk driv,garbled,no,please check the hard disk drive driver now,hard disk -> hard disk drive; driv -> driver
hard disk drive,hardware,phrase,3,synthetic,add_suffix,hard diskt drive,recovered,yes,please check the hard disk drive now,hard diskt drive -> hard disk drive
hard disk drive,hardware,phrase,3,synthetic,respell,hard dysk drive,recovered,yes,please check the hard disk drive now,hard dysk drive -> hard disk drive
hard disk drive,hardware,phrase,3,synthetic,merge_words,harddisk drive,missed,no,please check the harddisk drive now,
hard disk drive,hardware,phrase,3,synthetic,swap_words,disk hard drive,recovered,yes,please check the hard disk drive now,disk hard drive -> hard disk drive
hard disk drive,hardware,phrase,3,synthetic,vowel_swap,hard desk drive,recovered,yes,please check the hard disk drive now,hard desk drive -> hard disk drive
hard disk drive,hardware,phrase,3,synthetic,consonant_swap,hard disk drife,recovered,yes,please check the hard disk drive now,hard disk drife -> hard disk drive
random access memory,hardware,phrase,3,canonical,canonical,random access memory,recovered,yes,please check the random access memory now,
random access memory,hardware,phrase,3,synthetic,vowel_swap,rondom access memory,recovered,yes,please check the random access memory now,rondom access memory -> random access memory
random access memory,hardware,phrase,3,synthetic,consonant_swap,landom access memory,missed,no,please check the landom access memory now,
random access memory,hardware,phrase,3,synthetic,double_consonant,ranndom access memory,recovered,yes,please check the random access memory now,ranndom access memory -> random access memory
random access memory,hardware,phrase,3,synthetic,drop_last,rando access memory,recovered,yes,please check the random access memory now,rando access memory -> random access memory
random access memory,hardware,phrase,3,synthetic,respell,random access memori,recovered,yes,please check the random access memory now,random access memori -> random access memory
random access memory,hardware,phrase,3,synthetic,merge_words,randomaccess memory,missed,no,please check the randomaccess memory now,
random access memory,hardware,phrase,3,synthetic,swap_words,random memory access,recovered,yes,please check the random access memory now,random memory access -> random access memory
random access memory,hardware,phrase,3,synthetic,vowel_swap,random eccess memory,recovered,yes,please check the random access memory now,random eccess memory -> random access memory
random access memory,hardware,phrase,3,synthetic,consonant_swap,ramdom access memory,recovered,yes,please check the random access memory now,ramdom access memory -> random access memory
random access memory,hardware,phrase,3,synthetic,double_consonant,randdom access memory,recovered,yes,please check the random access memory now,randdom access memory -> random access memory
UEFI,hardware,acronym,1,canonical,canonical,UEFI,recovered,yes,please check the UEFI now,
UEFI,hardware,acronym,1,spelled,spelled,you ee ef eye,recovered,yes,please check the UEFI now,you ee ef eye -> UEFI
UEFI,hardware,acronym,1,spelled,spelled_alt,ewe e eff aye,recovered,yes,please check the UEFI now,ewe e eff aye -> UEFI
UEFI,hardware,acronym,1,synthetic,vowel_swap,aefi,missed,no,please check the aefi now,
UEFI,hardware,acronym,1,synthetic,consonant_swap,uevi,recovered,yes,please check the UEFI now,uevi -> UEFI
UEFI,hardware,acronym,1,synthetic,double_consonant,ueffi,recovered,yes,please check the UEFI now,ueffi -> UEFI
UEFI,hardware,acronym,1,synthetic,respell,uefy,recovered,yes,please check the UEFI now,uefy -> UEFI
UEFI,hardware,acronym,1,synthetic,vowel_swap,uefo,recovered,yes,please check the UEFI now,uefo -> UEFI
UEFI,hardware,acronym,1,synthetic,vowel_swap,uefe,recovered,yes,please check the UEFI now,uefe -> UEFI
UEFI,hardware,acronym,1,synthetic,vowel_swap,uifi,recovered,yes,please check the UEFI now,uifi -> UEFI
